Код дилера;Сервисный код дилера;;;Код SAP площадки;;Контрагент;;Модель;Код модели;Год производства;Рабочий объем;Тип двигателя;Стоимость работ;;;;;;Стоимость запчастей;;;;;;Стоимость запчастей PL-2;;;Итого - ремонт;;;;;;Итого - PL-2 ремонт;;
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;7848,00;10368,00;7848,00;11771,00;7848,00;10368,00;11771,00;7848,00;10368,00;10438,00;13883,00;10438,00;16211,00;10438,00;13883,00;16211,00;10438,00;13883,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Sonata;LF;2017 - 2019;2.0;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;9799,00;10399,00;9799,00;13728,00;9799,00;10574,00;13728,00;9799,00;10574,00;12389,00;13914,00;12389,00;18168,00;12389,00;14089,00;18168,00;12389,00;14089,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Sonata;LF;2017 - 2019;2.4 GDi;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;10749,00;11524,00;10749,00;14678,00;10749,00;11524,00;14678,00;10749,00;11524,00;13339,00;15039,00;13339,00;19118,00;13339,00;15039,00;19118,00;13339,00;15039,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Sonata;DN8;2020 -;2.0;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;9799,00;10399,00;9799,00;13728,00;9799,00;10574,00;13728,00;9799,00;10574,00;12389,00;13914,00;12389,00;18168,00;12389,00;14089,00;18168,00;12389,00;14089,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Sonata;DN8;2020 -;2.5;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;10749,00;11524,00;10749,00;14678,00;10749,00;11524,00;14678,00;10749,00;11524,00;13339,00;15039,00;13339,00;19118,00;13339,00;15039,00;19118,00;13339,00;15039,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;i40;VF;2011 - 2017;1.6;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;9060,00;9895,00;9060,00;11589,00;9060,00;9895,00;11589,00;9060,00;9895,00;11650,00;13410,00;11650,00;16029,00;11650,00;13410,00;16029,00;11650,00;13410,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;i40;VF;2011 - 2017;2.0;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;9129,00;9759,00;9129,00;11555,00;9129,00;9759,00;11555,00;9129,00;9759,00;11719,00;13274,00;11719,00;15995,00;11719,00;13274,00;15995,00;11719,00;13274,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;i40;VF;2011 - 2017;1.7;Дизельный;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;11769,00;14619,00;11769,00;15641,00;11769,00;14619,00;15641,00;11769,00;14619,00;14359,00;18134,00;14359,00;20081,00;14359,00;18134,00;20081,00;14359,00;18134,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Creta;GSr;2016 -;1.6;Бензиновый;2730,00;3705,00;2730,00;4485,00;2730,00;3705,00;7670,00;10447,00;7670,00;12647,00;7670,00;10447,00;12647,00;7670,00;10447,00;10400,00;14152,00;10400,00;17132,00;10400,00;14152,00;17132,00;10400,00;14152,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Creta;GSr;2016 -;2.0;Бензиновый;2730,00;3705,00;2730,00;4485,00;2730,00;3705,00;8620,00;9405,00;8620,00;11605,00;8620,00;9405,00;11605,00;8620,00;9405,00;11350,00;13110,00;11350,00;16090,00;11350,00;13110,00;16090,00;11350,00;13110,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;ix35;Ele;2010 - 2015;2.0;Бензиновый;3315,00;4485,00;3315,00;4680,00;3315,00;4485,00;10687,00;11287,00;10687,00;15142,00;10687,00;11287,00;15142,00;10687,00;11287,00;14002,00;15772,00;14002,00;19822,00;14002,00;15772,00;19822,00;14002,00;15772,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;ix35;Ele;2010 - 2015;2.0;Дизельный;3315,00;4485,00;3315,00;4680,00;3315,00;4680,00;13008,00;15808,00;13008,00;15948,00;13008,00;15808,00;15948,00;13008,00;15808,00;16323,00;20293,00;16323,00;20628,00;16323,00;20488,00;20628,00;16323,00;20488,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Tucson;TLe;2015 -;2.0;Бензиновый;3315,00;4485,00;3315,00;5265,00;3315,00;4485,00;8365,00;8965,00;8365,00;10794,00;8365,00;8965,00;10794,00;8365,00;8965,00;11680,00;13450,00;11680,00;16059,00;11680,00;13450,00;16059,00;11680,00;13450,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Tucson;TLe;2015 -;1.6T GDI;Бензиновый;3315,00;4485,00;3315,00;5265,00;3315,00;4485,00;8365,00;8965,00;8365,00;10794,00;8365,00;8965,00;10794,00;8365,00;8965,00;11680,00;13450,00;11680,00;16059,00;11680,00;13450,00;16059,00;11680,00;13450,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Tucson;TLe;2015 -;2.0;Дизельный;3315,00;5265,00;3315,00;5265,00;3315,00;5265,00;13187,00;17932,00;13187,00;17932,00;13187,00;17932,00;17932,00;13187,00;17932,00;16502,00;23197,00;16502,00;23197,00;16502,00;23197,00;23197,00;16502,00;23197,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Tucson;TLe;2015 -;2.4;Бензиновый;3315,00;4485,00;3315,00;5265,00;3315,00;4485,00;8365,00;8965,00;8365,00;10794,00;8365,00;8965,00;10794,00;8365,00;8965,00;11680,00;13450,00;11680,00;16059,00;11680,00;13450,00;16059,00;11680,00;13450,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Santa Fe;CM;2006 - 2012;2.4;Бензиновый;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;10757,00;11357,00;10757,00;13139,00;10757,00;11357,00;13139,00;10757,00;11357,00;14412,00;16302,00;14412,00;18944,00;14412,00;16302,00;18944,00;14412,00;16302,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Santa Fe;CM;2006 - 2012;2.2;Дизельный;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;14257,00;17529,00;14257,00;17529,00;14257,00;17529,00;17529,00;14257,00;17529,00;17912,00;22474,00;17912,00;23334,00;17912,00;22474,00;23334,00;17912,00;22474,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Santa Fe;DM;2012 - 2018;2.4;Бензиновый;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;10757,00;11357,00;10757,00;13139,00;10757,00;11357,00;13139,00;10757,00;11357,00;14412,00;16302,00;14412,00;18944,00;14412,00;16302,00;18944,00;14412,00;16302,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Santa Fe;DM;2012 - 2018;2.2;Дизельный;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;14257,00;17529,00;14257,00;17529,00;14257,00;17529,00;17529,00;14257,00;17529,00;17912,00;22474,00;17912,00;23334,00;17912,00;22474,00;23334,00;17912,00;22474,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Santa Fe;TM;2019 -;3.5;Бензиновый;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;10757,00;11357,00;10757,00;13139,00;10757,00;11357,00;13139,00;10757,00;11357,00;14412,00;16302,00;14412,00;18944,00;14412,00;16302,00;18944,00;14412,00;16302,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Santa Fe;TM;2019 -;2.2;Дизельный;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;14257,00;17529,00;14257,00;17529,00;14257,00;17529,00;17529,00;14257,00;17529,00;17912,00;22474,00;17912,00;23334,00;17912,00;22474,00;23334,00;17912,00;22474,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Santa Fe;TM;2019 -;2.4;Бензиновый;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;10757,00;11357,00;10757,00;13139,00;10757,00;11357,00;13139,00;10757,00;11357,00;14412,00;16302,00;14412,00;18944,00;14412,00;16302,00;18944,00;14412,00;16302,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Grand Santa Fe;NC;2012 - 2018;3.3;Бензиновый;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;11938,00;12538,00;11938,00;14438,00;11938,00;12538,00;14438,00;11938,00;12538,00;15593,00;17483,00;15593,00;20243,00;15593,00;17483,00;20243,00;15593,00;17483,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Grand Santa Fe;NC;2012 - 2018;2.4 GDI;Бензиновый;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;11938,00;12538,00;11938,00;14438,00;11938,00;12538,00;14438,00;11938,00;12538,00;15593,00;17483,00;15593,00;20243,00;15593,00;17483,00;20243,00;15593,00;17483,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;Grand Santa Fe;NC;2012 - 2018;2.2;Дизельный;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;14257,00;17529,00;14257,00;17529,00;14257,00;17257,00;17529,00;14257,00;17257,00;17912,00;22474,00;17912,00;23334,00;17912,00;22202,00;23334,00;17912,00;22202,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;H1;TQ;2007 -;2.4;Бензиновый;3655,00;4945,00;3655,00;5805,00;3655,00;4945,00;8761,00;9361,00;8761,00;11232,00;8761,00;9361,00;11232,00;8761,00;9361,00;12416,00;14306,00;12416,00;17037,00;12416,00;14306,00;17037,00;12416,00;14306,00
RC397;01073;;;C40AF01073;;АЗИЯ-КАР 62;;H1;TQ;2007 -;2.5;Дизельный;3655,00;5805,00;3655,00;5805,00;3655,00;5805,00;13164,00;14770,00;13164,00;14975,00;13119,00;14975,00;14975,00;13119,00;14975,00;16819,00;20575,00;16819,00;20780,00;16774,00;20780,00;20780,00;16774,00;20780,00
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Solaris;HCR;2017 -;1.4;Бензиновый;3218,00;4258,00;2896,20;4021,20;2735,30;3619,30;5422,00;5722,00;5150,90;7801,40;4879,80;5149,80;7554,40;4645,80;4915,80;8640,00;9980,00;8047,10;11822,60;7615,10;8769,10;11575,60;7381,10;8535,10
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Solaris;HCR;2017 -;1.6;Бензиновый;2968,00;3968,00;2671,20;3958,20;2522,80;3372,80;5422,00;7682,00;5150,90;9663,40;4879,80;6913,80;9083,90;4798,80;6364,80;8390,00;11650,00;7822,10;13621,60;7402,60;10286,60;13042,10;7321,60;9737,60
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Solaris;RBR;2011 - 2016;1.4;Бензиновый;2668,00;3858,00;2401,20;3958,20;2267,80;3279,30;5472,00;7732,00;5198,40;9245,40;4924,80;6958,80;7155,40;4222,80;5788,80;8140,00;11590,00;7599,60;13203,60;7192,60;10238,10;11113,60;6490,60;9068,10
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Solaris;RBR;2011 - 2016;1.6;Бензиновый;2668,00;3858,00;2401,20;3958,20;2267,80;3279,30;5472,00;7732,00;5198,40;9245,40;4924,80;6958,80;7155,40;4222,80;5788,80;8140,00;11590,00;7599,60;13203,60;7192,60;10238,10;11113,60;6490,60;9068,10
RC420;01093;;;C40AF01093;;КАН АВТО-5;;i30;Gde;2012 - 2017;1.4;Бензиновый;2638,00;3768,00;2374,20;3832,20;2242,30;3202,80;6672,00;8932,00;6338,40;10290,40;6004,80;8038,80;8228,90;5185,80;6751,80;9310,00;12700,00;8712,60;14122,60;8247,10;11241,60;12061,10;7428,10;9954,60
RC420;01093;;;C40AF01093;;КАН АВТО-5;;i30;Gde;2012 - 2017;1.6;Бензиновый;2638,00;3768,00;2374,20;3832,20;2242,30;3202,80;6672,00;8932,00;6338,40;10290,40;6004,80;8038,80;8228,90;5185,80;6751,80;9310,00;12700,00;8712,60;14122,60;8247,10;11241,60;12061,10;7428,10;9954,60
RC420;01093;;;C40AF01093;;КАН АВТО-5;;i30;PDe;2017 -;1.4;Бензиновый;2482,00;5832,00;2233,80;7309,80;2109,70;4957,20;6668,00;6968,00;6334,60;8567,10;6001,20;6271,20;7829,90;5302,80;5572,80;9150,00;12800,00;8568,40;15876,90;8110,90;11228,40;15139,70;7412,50;10530,00
RC420;01093;;;C40AF01093;;КАН АВТО-5;;i30;PDe;2017 -;1.6;Бензиновый;2482,00;3872,00;2233,80;4987,80;2109,70;3291,20;6668,00;8928,00;6334,60;11018,10;6001,20;8035,20;9786,90;5302,80;6868,80;9150,00;12800,00;8568,40;16005,90;8110,90;11326,40;14774,70;7412,50;10160,00
RC420;01093;;;C40AF01093;;КАН АВТО-5;;i30n;PDeN;2018 -;2.0;Бензиновый;3912,00;4662,00;3520,80;4735,80;3325,20;3962,70;7248,00;7548,00;6885,60;9118,10;6523,20;6793,20;8551,90;5986,80;6256,80;11160,00;12210,00;10406,40;13853,90;9848,40;10755,90;13287,70;9312,00;10219,50
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Elantra;MD;2011 - 2016;1.6;Бензиновый;2642,00;3672,00;2377,80;3826,80;2245,70;3121,20;6808,00;9068,00;6467,60;10695,10;6127,20;8161,20;9393,60;5362,20;6928,20;9450,00;12740,00;8845,40;14521,90;8372,90;11282,40;13220,40;7607,90;10049,40
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Elantra;MD;2011 - 2016;1.8;Бензиновый;2642,00;3672,00;2377,80;3826,80;2245,70;3121,20;6808,00;9068,00;6467,60;10695,10;6127,20;8161,20;9393,60;5362,20;6928,20;9450,00;12740,00;8845,40;14521,90;8372,90;11282,40;13220,40;7607,90;10049,40
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Elantra;AD;2016 -;1.6;Бензиновый;3372,00;4472,00;3034,80;4726,80;2866,20;3801,20;6638,00;8898,00;6306,10;12063,10;5974,20;8008,20;11483,60;5893,20;7459,20;10010,00;13370,00;9340,90;16789,90;8840,40;11809,40;16210,40;8759,40;11260,40
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Elantra;AD;2016 -;2.0;Бензиновый;2670,00;3700,00;2403,00;3861,00;2269,50;3145,00;6910,00;7210,00;6564,50;10459,50;6219,00;6489,00;10374,00;6138,00;6408,00;9580,00;10910,00;8967,50;14320,50;8488,50;9634,00;14235,00;8407,50;9553,00
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Veloster;FS;2011 - 2016;1.6;Бензиновый;2818,00;3768,00;2536,20;4174,20;2395,30;3202,80;5852,00;8112,00;5559,40;9691,90;5266,80;7300,80;7905,90;4474,80;6040,80;8670,00;11880,00;8095,60;13866,10;7662,10;10503,60;12080,10;6870,10;9243,60
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;2818,00;3768,00;2536,20;4174,20;2395,30;3202,80;5852,00;8112,00;5559,40;9691,90;5266,80;7300,80;7905,90;4474,80;6040,80;8670,00;11880,00;8095,60;13866,10;7662,10;10503,60;12080,10;6870,10;9243,60
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Sonata;LF;2017 - 2019;2.0;Бензиновый;2640,00;3670,00;2376,00;3834,00;2244,00;3119,50;7290,00;7590,00;6925,50;10820,50;6561,00;6831,00;10735,00;6480,00;6750,00;9930,00;11260,00;9301,50;14654,50;8805,00;9950,50;14569,00;8724,00;9869,50
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Sonata;LF;2017 - 2019;2.4 GDi;Бензиновый;2646,00;3666,00;2381,40;3830,40;2249,10;3116,10;7834,00;8134,00;7442,30;10928,80;7050,60;7320,60;10843,30;6969,60;7239,60;10480,00;11800,00;9823,70;14759,20;9299,70;10436,70;14673,70;9218,70;10355,70
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Sonata;DN8;2020 -;2.0;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Sonata;DN8;2020 -;2.5;Бензиновый;2560,00;3310,00;2304,00;3519,00;2176,00;2813,50;9460,00;9760,00;8987,00;10792,00;8514,00;8784,00;10792,00;8514,00;8784,00;12020,00;13070,00;11291,00;14311,00;10690,00;11597,50;14311,00;10690,00;11597,50
RC420;01093;;;C40AF01093;;КАН АВТО-5;;i40;VF;2011 - 2017;1.6;Бензиновый;2640,00;3670,00;2376,00;3834,00;2244,00;3119,50;6520,00;6820,00;6194,00;8464,50;5868,00;6138,00;7144,00;5049,00;5319,00;9160,00;10490,00;8570,00;12298,50;8112,00;9257,50;10978,00;7293,00;8438,50
RC420;01093;;;C40AF01093;;КАН АВТО-5;;i40;VF;2011 - 2017;2.0;Бензиновый;2640,00;3670,00;2376,00;3834,00;2244,00;3119,50;6520,00;6820,00;6194,00;8464,50;5868,00;6138,00;7144,00;5049,00;5319,00;9160,00;10490,00;8570,00;12298,50;8112,00;9257,50;10978,00;7293,00;8438,50
RC420;01093;;;C40AF01093;;КАН АВТО-5;;i40;VF;2011 - 2017;1.7;Дизельный;2646,00;3666,00;2381,40;3299,40;2249,10;3116,10;7974,00;10904,00;7575,30;10358,80;7176,60;9813,60;9000,30;6438,60;8526,60;10620,00;14570,00;9956,70;13658,20;9425,70;12929,70;12299,70;8687,70;11642,70
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Creta;GSr;2016 -;1.6;Бензиновый;4068,00;5088,00;3661,20;5218,20;3457,80;4324,80;5682,00;7942,00;5397,90;9577,90;5113,80;7147,80;8998,40;5032,80;6598,80;9750,00;13030,00;9059,10;14796,10;8571,60;11472,60;14216,60;8490,60;10923,60
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Creta;GSr;2016 -;2.0;Бензиновый;4080,00;5430,00;3672,00;6084,00;3468,00;4615,50;6090,00;6390,00;5785,50;8103,50;5481,00;5751,00;8018,00;5400,00;5670,00;10170,00;11820,00;9457,50;14187,50;8949,00;10366,50;14102,00;8868,00;10285,50
RC420;01093;;;C40AF01093;;КАН АВТО-5;;ix35;Ele;2010 - 2015;2.0;Бензиновый;4030,00;5090,00;3627,00;5211,00;3425,50;4326,50;6720,00;7020,00;6384,00;8569,00;6048,00;6318,00;6640,50;5031,00;5301,00;10750,00;12110,00;10011,00;13780,00;9473,50;10644,50;11851,50;8456,50;9627,50
RC420;01093;;;C40AF01093;;КАН АВТО-5;;ix35;Ele;2010 - 2015;2.0;Дизельный;4182,00;5492,00;3763,80;4942,80;3554,70;4668,20;9698,00;12478,00;9213,10;11854,10;8728,20;11230,20;10286,60;7756,20;9745,20;13880,00;17970,00;12976,90;16796,90;12282,90;15898,40;15229,40;11310,90;14413,40
RC420;01093;;;C40AF01093;;КАН АВТО-5;;Tucson;TLe;2015 -;2.0;Бензиновый;4260,00;5610,00;3834,00;5220,00;3621,00;4768,50;7010,00;7310,00;6659,50;9481,00;6309,00;6579,00;9395,50;6228,00;6498,00;11270,00;12920,00;10493,50;14701,00;9930,00;11347,50;14615,50;9849,00;11266,50
